a,b,label,base_pred,steered_pred,base_yes_logp,base_no_logp,base_margin,steered_yes_logp,steered_no_logp,steered_margin,margin_shift,flipped,base_correct,steered_correct,alpha_resid,alpha_head5,alpha_head7,layer
54,39,Yes,Yes,Yes,-6.16796875,-9.7578125,3.58984375,-6.19921875,-11.015625,4.81640625,1.2265625,0,1,1,0.0,4.0,-12.0,24
72,79,No,No,No,-8.296875,-5.90234375,-2.39453125,-6.4765625,-6.15625,-0.3203125,2.07421875,0,1,1,0.0,4.0,-12.0,24
7,78,No,No,No,-9.28125,-6.4765625,-2.8046875,-7.796875,-6.4140625,-1.3828125,1.421875,0,1,1,0.0,4.0,-12.0,24
94,12,Yes,No,Yes,-6.73046875,-6.53515625,-0.1953125,-5.85546875,-8.8984375,3.04296875,3.23828125,1,0,1,0.0,4.0,-12.0,24
97,26,Yes,Yes,Yes,-5.97265625,-8.171875,2.19921875,-5.859375,-9.7890625,3.9296875,1.73046875,0,1,1,0.0,4.0,-12.0,24
80,27,Yes,Yes,Yes,-5.85546875,-7.94921875,2.09375,-5.6875,-9.5703125,3.8828125,1.7890625,0,1,1,0.0,4.0,-12.0,24
33,84,No,No,No,-9.1875,-6.9453125,-2.2421875,-7.3125,-6.9921875,-0.3203125,1.921875,0,1,1,0.0,4.0,-12.0,24
10,20,No,No,No,-9.6796875,-6.56640625,-3.11328125,-7.37109375,-6.87109375,-0.5,2.61328125,0,1,1,0.0,4.0,-12.0,24
30,22,Yes,Yes,Yes,-5.92578125,-9.453125,3.52734375,-5.94921875,-10.8515625,4.90234375,1.375,0,1,1,0.0,4.0,-12.0,24
70,9,Yes,No,Yes,-7.109375,-6.5390625,-0.5703125,-5.9453125,-8.8203125,2.875,3.4453125,1,0,1,0.0,4.0,-12.0,24
20,0,Yes,Yes,Yes,-6.4765625,-9.9765625,3.5,-6.4140625,-11.34375,4.9296875,1.4296875,0,1,1,0.0,4.0,-12.0,24
52,57,No,No,Yes,-7.8984375,-5.5234375,-2.375,-5.953125,-6.0390625,0.0859375,2.4609375,1,1,0,0.0,4.0,-12.0,24
88,76,Yes,Yes,Yes,-5.76953125,-9.0078125,3.23828125,-5.82421875,-10.3359375,4.51171875,1.2734375,0,1,1,0.0,4.0,-12.0,24
60,37,Yes,Yes,Yes,-6.1328125,-9.7734375,3.640625,-6.17578125,-11.0546875,4.87890625,1.23828125,0,1,1,0.0,4.0,-12.0,24
4,29,No,No,Yes,-8.296875,-6.1953125,-2.1015625,-6.17578125,-7.03515625,0.859375,2.9609375,1,1,0,0.0,4.0,-12.0,24
36,90,No,No,No,-9.078125,-6.7265625,-2.3515625,-7.1875,-6.828125,-0.359375,1.9921875,0,1,1,0.0,4.0,-12.0,24
36,89,No,No,No,-9.0546875,-6.76953125,-2.28515625,-6.88671875,-6.83203125,-0.0546875,2.23046875,0,1,1,0.0,4.0,-12.0,24
58,9,Yes,Yes,Yes,-6.56640625,-7.01953125,0.453125,-5.98046875,-9.3359375,3.35546875,2.90234375,0,1,1,0.0,4.0,-12.0,24
87,29,Yes,Yes,Yes,-6.01953125,-8.5,2.48046875,-5.93359375,-9.8515625,3.91796875,1.4375,0,1,1,0.0,4.0,-12.0,24
33,80,No,No,Yes,-8.609375,-6.88671875,-1.72265625,-6.640625,-7.3515625,0.7109375,2.43359375,1,1,0,0.0,4.0,-12.0,24
75,84,No,No,No,-9.0625,-6.21484375,-2.84765625,-7.63671875,-6.10546875,-1.53125,1.31640625,0,1,1,0.0,4.0,-12.0,24
25,54,No,No,No,-9.3671875,-6.89453125,-2.47265625,-7.52734375,-6.80859375,-0.71875,1.75390625,0,1,1,0.0,4.0,-12.0,24
14,69,No,No,No,-9.265625,-7.21484375,-2.05078125,-7.296875,-7.140625,-0.15625,1.89453125,0,1,1,0.0,4.0,-12.0,24
28,82,No,No,No,-8.984375,-6.9921875,-1.9921875,-7.0625,-7.0234375,-0.0390625,1.953125,0,1,1,0.0,4.0,-12.0,24
19,34,No,No,Yes,-8.8359375,-6.84765625,-1.98828125,-6.859375,-7.1796875,0.3203125,2.30859375,1,1,0,0.0,4.0,-12.0,24
18,9,Yes,Yes,Yes,-6.37890625,-10.46875,4.08984375,-6.32421875,-11.625,5.30078125,1.2109375,0,1,1,0.0,4.0,-12.0,24
7,21,No,No,No,-8.921875,-6.4296875,-2.4921875,-6.9921875,-6.7265625,-0.265625,2.2265625,0,1,1,0.0,4.0,-12.0,24
39,76,No,No,No,-8.9609375,-6.6640625,-2.296875,-6.921875,-6.7421875,-0.1796875,2.1171875,0,1,1,0.0,4.0,-12.0,24
95,72,Yes,Yes,Yes,-5.9140625,-9.4296875,3.515625,-5.9375,-10.609375,4.671875,1.15625,0,1,1,0.0,4.0,-12.0,24
36,56,No,No,No,-8.8984375,-6.45703125,-2.44140625,-7.0078125,-6.453125,-0.5546875,1.88671875,0,1,1,0.0,4.0,-12.0,24
15,59,No,No,No,-9.734375,-7.49609375,-2.23828125,-7.8671875,-7.3125,-0.5546875,1.68359375,0,1,1,0.0,4.0,-12.0,24
88,38,Yes,Yes,Yes,-6.03515625,-9.1875,3.15234375,-6.0078125,-10.375,4.3671875,1.21484375,0,1,1,0.0,4.0,-12.0,24
89,51,Yes,Yes,Yes,-5.5625,-8.59375,3.03125,-5.58984375,-9.8984375,4.30859375,1.27734375,0,1,1,0.0,4.0,-12.0,24
34,64,No,No,No,-9.0,-6.51953125,-2.48046875,-7.5703125,-6.390625,-1.1796875,1.30078125,0,1,1,0.0,4.0,-12.0,24
69,63,Yes,Yes,Yes,-6.0859375,-9.15625,3.0703125,-6.140625,-10.515625,4.375,1.3046875,0,1,1,0.0,4.0,-12.0,24
56,10,Yes,Yes,Yes,-6.3828125,-7.140625,0.7578125,-5.9375,-9.5,3.5625,2.8046875,0,1,1,0.0,4.0,-12.0,24
76,5,Yes,Yes,Yes,-6.51953125,-6.76171875,0.2421875,-5.8671875,-8.9140625,3.046875,2.8046875,0,1,1,0.0,4.0,-12.0,24
55,94,No,No,Yes,-9.03125,-7.0,-2.03125,-7.08203125,-7.13671875,0.0546875,2.0859375,1,1,0,0.0,4.0,-12.0,24
41,77,No,No,No,-8.90625,-6.96875,-1.9375,-7.1640625,-7.0625,-0.1015625,1.8359375,0,1,1,0.0,4.0,-12.0,24
32,3,Yes,Yes,Yes,-6.48828125,-7.08203125,0.59375,-6.0625,-9.4765625,3.4140625,2.8203125,0,1,1,0.0,4.0,-12.0,24
11,29,No,No,Yes,-8.6796875,-6.4296875,-2.25,-6.6953125,-6.796875,0.1015625,2.3515625,1,1,0,0.0,4.0,-12.0,24
86,73,Yes,Yes,Yes,-5.796875,-8.71875,2.921875,-5.765625,-10.0390625,4.2734375,1.3515625,0,1,1,0.0,4.0,-12.0,24
75,2,Yes,No,Yes,-7.48046875,-6.45703125,-1.0234375,-6.0625,-8.3671875,2.3046875,3.328125,1,0,1,0.0,4.0,-12.0,24
97,86,Yes,Yes,Yes,-5.8203125,-9.171875,3.3515625,-5.8359375,-10.5390625,4.703125,1.3515625,0,1,1,0.0,4.0,-12.0,24
34,73,No,No,No,-9.2109375,-6.8828125,-2.328125,-7.3984375,-6.7734375,-0.625,1.703125,0,1,1,0.0,4.0,-12.0,24
5,97,No,No,No,-9.8046875,-7.03515625,-2.76953125,-8.21875,-6.87109375,-1.34765625,1.421875,0,1,1,0.0,4.0,-12.0,24
96,22,Yes,Yes,Yes,-6.015625,-7.3671875,1.3515625,-5.7578125,-9.3515625,3.59375,2.2421875,0,1,1,0.0,4.0,-12.0,24
60,66,No,No,Yes,-8.2734375,-6.3515625,-1.921875,-6.5703125,-6.6484375,0.078125,2.0,1,1,0,0.0,4.0,-12.0,24
83,56,Yes,Yes,Yes,-5.9453125,-9.4921875,3.546875,-5.9609375,-10.5546875,4.59375,1.046875,0,1,1,0.0,4.0,-12.0,24
35,23,Yes,Yes,Yes,-5.7578125,-9.3125,3.5546875,-5.79296875,-10.609375,4.81640625,1.26171875,0,1,1,0.0,4.0,-12.0,24
74,55,Yes,Yes,Yes,-5.7421875,-8.875,3.1328125,-5.80859375,-10.1875,4.37890625,1.24609375,0,1,1,0.0,4.0,-12.0,24
81,62,Yes,Yes,Yes,-5.85546875,-8.171875,2.31640625,-5.79296875,-9.7890625,3.99609375,1.6796875,0,1,1,0.0,4.0,-12.0,24
11,60,No,No,Yes,-8.6328125,-6.953125,-1.6796875,-6.66015625,-7.64453125,0.984375,2.6640625,1,1,0,0.0,4.0,-12.0,24
44,52,No,No,No,-8.7734375,-6.32421875,-2.44921875,-7.28125,-6.2890625,-0.9921875,1.45703125,0,1,1,0.0,4.0,-12.0,24
42,41,Yes,Yes,Yes,-5.9296875,-9.0390625,3.109375,-6.01953125,-10.5703125,4.55078125,1.44140625,0,1,1,0.0,4.0,-12.0,24
85,13,Yes,Yes,Yes,-6.328125,-6.8828125,0.5546875,-5.83984375,-9.390625,3.55078125,2.99609375,0,1,1,0.0,4.0,-12.0,24
20,42,No,No,No,-9.140625,-6.734375,-2.40625,-7.16015625,-6.83984375,-0.3203125,2.0859375,0,1,1,0.0,4.0,-12.0,24
52,88,No,No,No,-8.9765625,-6.625,-2.3515625,-7.2421875,-6.609375,-0.6328125,1.71875,0,1,1,0.0,4.0,-12.0,24
63,36,Yes,Yes,Yes,-6.078125,-8.625,2.546875,-6.046875,-10.34375,4.296875,1.75,0,1,1,0.0,4.0,-12.0,24
84,51,Yes,Yes,Yes,-5.58984375,-8.3515625,2.76171875,-5.609375,-9.9453125,4.3359375,1.57421875,0,1,1,0.0,4.0,-12.0,24
97,70,Yes,Yes,Yes,-6.08984375,-8.9375,2.84765625,-6.0546875,-10.3125,4.2578125,1.41015625,0,1,1,0.0,4.0,-12.0,24
4,58,No,No,No,-9.3671875,-6.48046875,-2.88671875,-7.95703125,-6.37109375,-1.5859375,1.30078125,0,1,1,0.0,4.0,-12.0,24
11,40,No,No,Yes,-8.46875,-6.55859375,-1.91015625,-6.48046875,-7.19140625,0.7109375,2.62109375,1,1,0,0.0,4.0,-12.0,24
32,41,No,No,No,-8.9140625,-6.0859375,-2.828125,-7.109375,-6.1328125,-0.9765625,1.8515625,0,1,1,0.0,4.0,-12.0,24
14,98,No,No,Yes,-8.65625,-6.80078125,-1.85546875,-6.9609375,-7.0703125,0.109375,1.96484375,1,1,0,0.0,4.0,-12.0,24
51,65,No,No,No,-8.8828125,-6.59375,-2.2890625,-7.20703125,-6.55078125,-0.65625,1.6328125,0,1,1,0.0,4.0,-12.0,24
0,84,No,No,Yes,-8.9296875,-6.91015625,-2.01953125,-6.5546875,-7.84375,1.2890625,3.30859375,1,1,0,0.0,4.0,-12.0,24
69,59,Yes,Yes,Yes,-6.015625,-8.8671875,2.8515625,-6.09375,-10.5,4.40625,1.5546875,0,1,1,0.0,4.0,-12.0,24
52,6,Yes,No,Yes,-7.55859375,-6.18359375,-1.375,-5.98828125,-8.1484375,2.16015625,3.53515625,1,0,1,0.0,4.0,-12.0,24
24,66,No,No,No,-9.0703125,-6.87109375,-2.19921875,-7.3203125,-6.890625,-0.4296875,1.76953125,0,1,1,0.0,4.0,-12.0,24
46,79,No,No,No,-9.3203125,-7.04296875,-2.27734375,-7.58203125,-6.88671875,-0.6953125,1.58203125,0,1,1,0.0,4.0,-12.0,24
96,63,Yes,Yes,Yes,-5.8984375,-8.9296875,3.03125,-5.94921875,-10.421875,4.47265625,1.44140625,0,1,1,0.0,4.0,-12.0,24
80,56,Yes,Yes,Yes,-6.21875,-10.078125,3.859375,-6.21484375,-11.015625,4.80078125,0.94140625,0,1,1,0.0,4.0,-12.0,24
97,6,Yes,Yes,Yes,-6.5703125,-6.9140625,0.34375,-5.9453125,-9.2265625,3.28125,2.9375,0,1,1,0.0,4.0,-12.0,24
26,34,No,No,No,-9.5234375,-6.7890625,-2.734375,-8.25,-6.62109375,-1.62890625,1.10546875,0,1,1,0.0,4.0,-12.0,24
70,16,Yes,Yes,Yes,-5.9296875,-8.4296875,2.5,-5.83203125,-10.203125,4.37109375,1.87109375,0,1,1,0.0,4.0,-12.0,24
36,56,No,No,No,-8.8984375,-6.45703125,-2.44140625,-7.0078125,-6.453125,-0.5546875,1.88671875,0,1,1,0.0,4.0,-12.0,24
89,62,Yes,Yes,Yes,-5.90625,-8.828125,2.921875,-5.9140625,-10.21875,4.3046875,1.3828125,0,1,1,0.0,4.0,-12.0,24
15,3,Yes,Yes,Yes,-6.2734375,-8.6875,2.4140625,-6.24609375,-10.953125,4.70703125,2.29296875,0,1,1,0.0,4.0,-12.0,24
80,77,Yes,Yes,Yes,-5.7265625,-8.6015625,2.875,-5.671875,-9.8125,4.140625,1.265625,0,1,1,0.0,4.0,-12.0,24
30,90,No,No,No,-9.625,-6.8125,-2.8125,-7.72265625,-6.84765625,-0.875,1.9375,0,1,1,0.0,4.0,-12.0,24
20,39,No,No,Yes,-9.4765625,-7.30859375,-2.16796875,-7.27734375,-7.44140625,0.1640625,2.33203125,1,1,0,0.0,4.0,-12.0,24
70,1,Yes,No,Yes,-7.52734375,-6.31640625,-1.2109375,-5.97265625,-8.203125,2.23046875,3.44140625,1,0,1,0.0,4.0,-12.0,24
70,52,Yes,Yes,Yes,-6.0625,-9.1640625,3.1015625,-6.140625,-10.5546875,4.4140625,1.3125,0,1,1,0.0,4.0,-12.0,24
11,28,No,No,No,-8.8125,-6.34375,-2.46875,-6.8515625,-6.65625,-0.1953125,2.2734375,0,1,1,0.0,4.0,-12.0,24
14,59,No,No,No,-9.2421875,-7.17578125,-2.06640625,-7.2421875,-7.234375,-0.0078125,2.05859375,0,1,1,0.0,4.0,-12.0,24
15,82,No,No,Yes,-9.3671875,-7.453125,-1.9140625,-7.16015625,-7.73828125,0.578125,2.4921875,1,1,0,0.0,4.0,-12.0,24
19,63,No,No,No,-8.9765625,-7.0625,-1.9140625,-7.2421875,-7.1171875,-0.125,1.7890625,0,1,1,0.0,4.0,-12.0,24
91,37,Yes,Yes,Yes,-5.9921875,-8.84375,2.8515625,-5.9453125,-10.2421875,4.296875,1.4453125,0,1,1,0.0,4.0,-12.0,24
65,90,No,No,Yes,-8.6875,-7.1953125,-1.4921875,-6.6328125,-7.8515625,1.21875,2.7109375,1,1,0,0.0,4.0,-12.0,24
34,53,No,No,No,-9.015625,-6.59375,-2.421875,-7.28125,-6.484375,-0.796875,1.625,0,1,1,0.0,4.0,-12.0,24
61,60,Yes,Yes,Yes,-5.84375,-8.6484375,2.8046875,-5.89453125,-10.3359375,4.44140625,1.63671875,0,1,1,0.0,4.0,-12.0,24
31,58,No,No,Yes,-9.0078125,-6.8515625,-2.15625,-6.7734375,-7.078125,0.3046875,2.4609375,1,1,0,0.0,4.0,-12.0,24
70,18,Yes,Yes,Yes,-5.85546875,-8.7265625,2.87109375,-5.79296875,-10.2265625,4.43359375,1.5625,0,1,1,0.0,4.0,-12.0,24
49,24,Yes,Yes,Yes,-6.00390625,-9.4140625,3.41015625,-5.921875,-10.6953125,4.7734375,1.36328125,0,1,1,0.0,4.0,-12.0,24
76,65,Yes,Yes,Yes,-5.66796875,-9.6953125,4.02734375,-5.84765625,-11.0546875,5.20703125,1.1796875,0,1,1,0.0,4.0,-12.0,24
95,17,Yes,Yes,Yes,-6.25390625,-7.08984375,0.8359375,-5.80859375,-9.359375,3.55078125,2.71484375,0,1,1,0.0,4.0,-12.0,24
8,35,No,No,No,-9.1171875,-6.62109375,-2.49609375,-7.0703125,-6.8125,-0.2578125,2.23828125,0,1,1,0.0,4.0,-12.0,24
98,53,Yes,Yes,Yes,-5.984375,-8.671875,2.6875,-5.921875,-10.0390625,4.1171875,1.4296875,0,1,1,0.0,4.0,-12.0,24
43,64,No,No,No,-8.7421875,-6.53125,-2.2109375,-7.12109375,-6.46484375,-0.65625,1.5546875,0,1,1,0.0,4.0,-12.0,24
34,0,Yes,Yes,Yes,-5.953125,-8.359375,2.40625,-5.8046875,-10.328125,4.5234375,2.1171875,0,1,1,0.0,4.0,-12.0,24
36,92,No,No,No,-9.15625,-6.93359375,-2.22265625,-7.4140625,-6.90625,-0.5078125,1.71484375,0,1,1,0.0,4.0,-12.0,24
38,75,No,No,Yes,-8.3203125,-6.46875,-1.8515625,-6.41796875,-6.80078125,0.3828125,2.234375,1,1,0,0.0,4.0,-12.0,24
74,84,No,No,No,-8.9296875,-6.2890625,-2.640625,-7.46484375,-6.19140625,-1.2734375,1.3671875,0,1,1,0.0,4.0,-12.0,24
62,19,Yes,Yes,Yes,-6.03515625,-9.1171875,3.08203125,-5.98828125,-10.421875,4.43359375,1.3515625,0,1,1,0.0,4.0,-12.0,24
57,68,No,No,No,-9.328125,-6.62109375,-2.70703125,-8.1328125,-6.375,-1.7578125,0.94921875,0,1,1,0.0,4.0,-12.0,24
61,44,Yes,Yes,Yes,-6.25390625,-9.5,3.24609375,-6.21875,-10.7421875,4.5234375,1.27734375,0,1,1,0.0,4.0,-12.0,24
42,70,No,No,No,-8.96875,-6.73828125,-2.23046875,-7.41015625,-6.73828125,-0.671875,1.55859375,0,1,1,0.0,4.0,-12.0,24
97,69,Yes,Yes,Yes,-5.953125,-9.3359375,3.3828125,-5.9765625,-10.609375,4.6328125,1.25,0,1,1,0.0,4.0,-12.0,24
48,58,No,No,No,-8.5625,-6.5078125,-2.0546875,-6.8515625,-6.6796875,-0.171875,1.8828125,0,1,1,0.0,4.0,-12.0,24
41,24,Yes,Yes,Yes,-5.921875,-8.984375,3.0625,-5.8671875,-10.3671875,4.5,1.4375,0,1,1,0.0,4.0,-12.0,24
89,30,Yes,Yes,Yes,-6.0703125,-8.6484375,2.578125,-6.0,-10.078125,4.078125,1.5,0,1,1,0.0,4.0,-12.0,24
73,49,Yes,Yes,Yes,-6.12109375,-9.578125,3.45703125,-6.20703125,-10.8359375,4.62890625,1.171875,0,1,1,0.0,4.0,-12.0,24
29,99,No,No,No,-9.046875,-6.65625,-2.390625,-7.5,-6.7421875,-0.7578125,1.6328125,0,1,1,0.0,4.0,-12.0,24
52,5,Yes,Yes,Yes,-6.65234375,-6.86328125,0.2109375,-6.0859375,-8.953125,2.8671875,2.65625,0,1,1,0.0,4.0,-12.0,24
40,95,No,No,Yes,-8.609375,-7.03515625,-1.57421875,-6.734375,-7.625,0.890625,2.46484375,1,1,0,0.0,4.0,-12.0,24
60,90,No,No,Yes,-8.9921875,-6.6328125,-2.359375,-6.75390625,-6.96484375,0.2109375,2.5703125,1,1,0,0.0,4.0,-12.0,24
48,49,No,No,No,-8.90625,-5.89453125,-3.01171875,-7.4921875,-5.8828125,-1.609375,1.40234375,0,1,1,0.0,4.0,-12.0,24
84,83,Yes,Yes,Yes,-5.6875,-7.1953125,1.5078125,-5.58203125,-8.9140625,3.33203125,1.82421875,0,1,1,0.0,4.0,-12.0,24
19,63,No,No,No,-8.9765625,-7.0625,-1.9140625,-7.2421875,-7.1171875,-0.125,1.7890625,0,1,1,0.0,4.0,-12.0,24
4,16,No,No,Yes,-8.8359375,-6.30078125,-2.53515625,-6.796875,-6.8203125,0.0234375,2.55859375,1,1,0,0.0,4.0,-12.0,24
64,75,No,No,No,-8.59375,-6.203125,-2.390625,-7.0703125,-6.203125,-0.8671875,1.5234375,0,1,1,0.0,4.0,-12.0,24
42,12,Yes,Yes,Yes,-6.05078125,-8.484375,2.43359375,-5.9609375,-10.296875,4.3359375,1.90234375,0,1,1,0.0,4.0,-12.0,24
56,12,Yes,Yes,Yes,-6.0703125,-7.921875,1.8515625,-5.91015625,-9.9765625,4.06640625,2.21484375,0,1,1,0.0,4.0,-12.0,24
67,58,Yes,Yes,Yes,-6.1484375,-9.765625,3.6171875,-6.3125,-11.15625,4.84375,1.2265625,0,1,1,0.0,4.0,-12.0,24
1,92,No,No,Yes,-7.64453125,-6.49609375,-1.1484375,-6.19921875,-7.29296875,1.09375,2.2421875,1,1,0,0.0,4.0,-12.0,24
18,52,No,No,No,-8.765625,-6.80078125,-1.96484375,-7.0078125,-6.953125,-0.0546875,1.91015625,0,1,1,0.0,4.0,-12.0,24
83,19,Yes,Yes,Yes,-5.83984375,-8.25,2.41015625,-5.77734375,-9.921875,4.14453125,1.734375,0,1,1,0.0,4.0,-12.0,24
9,60,No,No,No,-9.328125,-6.87109375,-2.45703125,-7.2578125,-7.09375,-0.1640625,2.29296875,0,1,1,0.0,4.0,-12.0,24
33,43,No,No,Yes,-7.9609375,-6.3828125,-1.578125,-6.30078125,-6.91015625,0.609375,2.1875,1,1,0,0.0,4.0,-12.0,24
79,88,No,No,No,-8.828125,-6.09375,-2.734375,-7.171875,-6.171875,-1.0,1.734375,0,1,1,0.0,4.0,-12.0,24
50,83,No,No,No,-9.25,-7.0546875,-2.1953125,-7.13671875,-7.07421875,-0.0625,2.1328125,0,1,1,0.0,4.0,-12.0,24
10,42,No,No,No,-9.84375,-7.18359375,-2.66015625,-8.3671875,-7.03125,-1.3359375,1.32421875,0,1,1,0.0,4.0,-12.0,24
86,68,Yes,Yes,Yes,-5.859375,-8.7890625,2.9296875,-5.86328125,-10.1875,4.32421875,1.39453125,0,1,1,0.0,4.0,-12.0,24
48,40,Yes,Yes,Yes,-5.9609375,-9.90625,3.9453125,-5.9921875,-10.921875,4.9296875,0.984375,0,1,1,0.0,4.0,-12.0,24
80,91,No,No,Yes,-8.515625,-6.17578125,-2.33984375,-6.3125,-6.671875,0.359375,2.69921875,1,1,0,0.0,4.0,-12.0,24
97,62,Yes,Yes,Yes,-5.953125,-8.9375,2.984375,-5.9609375,-10.4375,4.4765625,1.4921875,0,1,1,0.0,4.0,-12.0,24
69,4,Yes,Yes,Yes,-6.8359375,-6.9375,0.1015625,-5.98828125,-8.859375,2.87109375,2.76953125,0,1,1,0.0,4.0,-12.0,24
79,8,Yes,No,Yes,-7.625,-6.1875,-1.4375,-6.00390625,-8.125,2.12109375,3.55859375,1,0,1,0.0,4.0,-12.0,24
30,80,No,No,No,-9.046875,-6.4609375,-2.5859375,-6.96875,-6.6875,-0.28125,2.3046875,0,1,1,0.0,4.0,-12.0,24
87,36,Yes,Yes,Yes,-5.8828125,-8.75,2.8671875,-5.85546875,-10.09375,4.23828125,1.37109375,0,1,1,0.0,4.0,-12.0,24
29,95,No,No,Yes,-8.96875,-7.1171875,-1.8515625,-7.234375,-7.359375,0.125,1.9765625,1,1,0,0.0,4.0,-12.0,24
11,55,No,No,No,-8.71875,-6.4921875,-2.2265625,-7.0234375,-6.765625,-0.2578125,1.96875,0,1,1,0.0,4.0,-12.0,24
12,97,No,No,No,-9.2265625,-7.08984375,-2.13671875,-7.3671875,-7.1796875,-0.1875,1.94921875,0,1,1,0.0,4.0,-12.0,24
81,90,No,No,No,-9.078125,-6.109375,-2.96875,-7.01171875,-6.28515625,-0.7265625,2.2421875,0,1,1,0.0,4.0,-12.0,24
12,56,No,No,No,-9.40625,-6.921875,-2.484375,-7.86328125,-6.81640625,-1.046875,1.4375,0,1,1,0.0,4.0,-12.0,24
21,88,No,No,Yes,-9.40625,-7.3515625,-2.0546875,-7.4609375,-7.5703125,0.109375,2.1640625,1,1,0,0.0,4.0,-12.0,24
38,3,Yes,No,Yes,-6.765625,-6.703125,-0.0625,-5.9921875,-8.71875,2.7265625,2.7890625,1,0,1,0.0,4.0,-12.0,24
5,41,No,No,Yes,-9.3671875,-7.3515625,-2.015625,-7.0546875,-7.7109375,0.65625,2.671875,1,1,0,0.0,4.0,-12.0,24
7,37,No,No,No,-9.09375,-6.53515625,-2.55859375,-6.8671875,-6.703125,-0.1640625,2.39453125,0,1,1,0.0,4.0,-12.0,24
45,47,No,No,No,-9.03125,-5.9375,-3.09375,-7.9375,-5.90625,-2.03125,1.0625,0,1,1,0.0,4.0,-12.0,24
55,18,Yes,Yes,Yes,-6.03515625,-9.6953125,3.66015625,-6.01171875,-10.703125,4.69140625,1.03125,0,1,1,0.0,4.0,-12.0,24
31,67,No,No,No,-9.2265625,-6.69140625,-2.53515625,-7.2890625,-6.5859375,-0.703125,1.83203125,0,1,1,0.0,4.0,-12.0,24
52,72,No,No,No,-8.515625,-6.4140625,-2.1015625,-6.828125,-6.46875,-0.359375,1.7421875,0,1,1,0.0,4.0,-12.0,24
87,23,Yes,Yes,Yes,-5.81640625,-8.171875,2.35546875,-5.73046875,-9.734375,4.00390625,1.6484375,0,1,1,0.0,4.0,-12.0,24
21,22,No,No,No,-9.3046875,-6.0234375,-3.28125,-7.30078125,-6.19140625,-1.109375,2.171875,0,1,1,0.0,4.0,-12.0,24
10,78,No,No,Yes,-9.3125,-7.07421875,-2.23828125,-7.12109375,-7.30859375,0.1875,2.42578125,1,1,0,0.0,4.0,-12.0,24
48,79,No,No,No,-8.8671875,-6.6796875,-2.1875,-6.9765625,-6.6796875,-0.296875,1.890625,0,1,1,0.0,4.0,-12.0,24
87,30,Yes,Yes,Yes,-6.04296875,-8.640625,2.59765625,-5.9765625,-10.0703125,4.09375,1.49609375,0,1,1,0.0,4.0,-12.0,24
63,74,No,No,No,-9.265625,-6.81640625,-2.44921875,-8.015625,-6.58984375,-1.42578125,1.0234375,0,1,1,0.0,4.0,-12.0,24
18,29,No,No,No,-8.875,-6.32421875,-2.55078125,-6.9140625,-6.546875,-0.3671875,2.18359375,0,1,1,0.0,4.0,-12.0,24
59,81,No,No,No,-9.0859375,-6.83203125,-2.25390625,-7.484375,-6.7109375,-0.7734375,1.48046875,0,1,1,0.0,4.0,-12.0,24
32,58,No,No,No,-8.90625,-6.578125,-2.328125,-6.87109375,-6.69140625,-0.1796875,2.1484375,0,1,1,0.0,4.0,-12.0,24
32,85,No,No,Yes,-8.6796875,-6.44921875,-2.23046875,-6.6953125,-6.7109375,0.015625,2.24609375,1,1,0,0.0,4.0,-12.0,24
1,59,No,No,Yes,-7.5625,-6.609375,-0.953125,-6.19921875,-7.48828125,1.2890625,2.2421875,1,1,0,0.0,4.0,-12.0,24
36,86,No,No,Yes,-8.609375,-6.671875,-1.9375,-6.59765625,-7.03515625,0.4375,2.375,1,1,0,0.0,4.0,-12.0,24
69,20,Yes,Yes,Yes,-6.2734375,-8.765625,2.4921875,-6.15234375,-10.1875,4.03515625,1.54296875,0,1,1,0.0,4.0,-12.0,24
9,56,No,No,No,-9.765625,-7.28515625,-2.48046875,-7.75,-7.2890625,-0.4609375,2.01953125,0,1,1,0.0,4.0,-12.0,24
44,75,No,No,Yes,-8.3203125,-6.640625,-1.6796875,-6.546875,-6.9609375,0.4140625,2.09375,1,1,0,0.0,4.0,-12.0,24
38,81,No,No,No,-8.90625,-6.76171875,-2.14453125,-7.125,-6.71875,-0.40625,1.73828125,0,1,1,0.0,4.0,-12.0,24
54,88,No,No,No,-9.03125,-6.65625,-2.375,-7.3203125,-6.625,-0.6953125,1.6796875,0,1,1,0.0,4.0,-12.0,24
32,58,No,No,No,-8.90625,-6.578125,-2.328125,-6.87109375,-6.69140625,-0.1796875,2.1484375,0,1,1,0.0,4.0,-12.0,24
38,25,Yes,Yes,Yes,-5.796875,-9.0,3.203125,-5.79296875,-10.421875,4.62890625,1.42578125,0,1,1,0.0,4.0,-12.0,24
49,61,No,No,No,-9.125,-7.04296875,-2.08203125,-7.5625,-6.9453125,-0.6171875,1.46484375,0,1,1,0.0,4.0,-12.0,24
13,30,No,No,No,-9.1796875,-6.328125,-2.8515625,-7.1640625,-6.4296875,-0.734375,2.1171875,0,1,1,0.0,4.0,-12.0,24
48,73,No,No,Yes,-8.671875,-6.80078125,-1.87109375,-6.79296875,-6.94140625,0.1484375,2.01953125,1,1,0,0.0,4.0,-12.0,24
45,73,No,No,No,-9.1640625,-6.92578125,-2.23828125,-7.390625,-6.765625,-0.625,1.61328125,0,1,1,0.0,4.0,-12.0,24
